"Node id (0-based)","[0] vertex (==1)","[1] degree","[2] 2-path","[3] bifork","[4] 3-cycle"
4468,1,16,148,74,46
4469,1,11,66,41,14
4470,1,2,2,0,1
4471,1,1,11,0,0
4472,1,0,0,-0,0
4473,1,2,14,1,0
4474,1,1,0,0,0
4475,1,10,73,38,7
4476,1,8,69,24,4
4477,1,7,22,14,7
4478,1,9,81,27,9
4479,1,0,0,-0,0
4480,1,11,97,46,9
4481,1,13,114,64,14
4482,1,8,90,22,6
4483,1,10,58,34,11
4484,1,13,133,66,12
4485,1,15,148,90,15
4486,1,7,53,16,5
4487,1,12,90,54,12
4488,1,16,138,95,25
4489,1,14,129,71,20
4490,1,7,32,17,4
4491,1,7,46,11,10
4492,1,10,82,35,10
4493,1,1,9,0,0
4494,1,9,42,32,4
4495,1,8,53,24,4
4496,1,2,3,1,0
4497,1,12,68,53,13
4498,1,8,50,24,4
4499,1,6,34,12,3
4500,1,6,26,11,4
4501,1,2,12,1,0
4502,1,1,0,0,0
4503,1,6,18,13,2
4504,1,4,16,5,1
4505,1,4,7,4,2
4506,1,11,54,48,7
4507,1,9,50,31,5
4508,1,1,2,0,0
4509,1,7,45,20,1
4510,1,6,41,14,1
4511,1,9,67,24,12
4512,1,6,42,11,4
4513,1,10,62,22,23
4514,1,11,58,44,11
4515,1,8,58,24,4
4516,1,9,46,34,2
4517,1,3,17,3,0
4518,1,8,41,22,6
4519,1,6,30,13,2
4520,1,11,81,46,9
4521,1,1,6,0,0
4522,1,0,0,-0,0
4523,1,9,68,32,4
4524,1,3,24,3,0
4525,1,7,56,18,3
4526,1,5,38,10,0
4527,1,11,104,47,8
4528,1,3,43,2,1
4529,1,8,51,23,5
4530,1,5,22,8,2
4531,1,5,30,6,4
4532,1,10,52,35,10
4533,1,13,93,64,14
4534,1,4,16,5,1
4535,1,3,6,3,0
4536,1,2,9,1,0
4537,1,3,10,2,1
4538,1,9,55,28,8
4539,1,4,30,5,1
4540,1,8,42,25,3
4541,1,3,8,3,0
4542,1,5,21,9,1
4543,1,0,0,-0,0
4544,1,10,65,39,6
4545,1,2,2,1,0
4546,1,7,15,15,6
4547,1,7,47,16,5
4548,1,7,46,16,5
4549,1,11,94,43,12
4550,1,4,4,5,1
4551,1,2,5,1,0
4552,1,6,11,11,4
4553,1,6,26,9,6
4554,1,7,39,16,5
4555,1,12,84,44,22
4556,1,1,0,0,0
4557,1,5,44,10,0
4558,1,0,0,-0,0
4559,1,7,53,19,2
4560,1,0,0,-0,0
4561,1,3,8,2,1
4562,1,6,54,7,8
4563,1,8,69,20,8
4564,1,16,144,100,20
4565,1,13,125,64,14
4566,1,16,167,101,19
4567,1,8,80,20,8
4568,1,3,8,1,2
4569,1,9,40,30,6
4570,1,3,9,2,1
4571,1,8,63,20,8
4572,1,8,43,23,5
4573,1,7,36,17,4
4574,1,12,98,56,10
4575,1,7,51,15,6
4576,1,7,60,17,4
4577,1,5,20,9,1
4578,1,6,21,5,10
4579,1,5,22,7,3
4580,1,4,11,5,1
4581,1,10,73,39,6
4582,1,7,19,17,4
4583,1,11,99,49,6
4584,1,16,107,105,15
4585,1,6,36,9,6
4586,1,2,23,1,0
4587,1,1,0,0,0
4588,1,0,0,-0,0
4589,1,0,0,-0,0
4590,1,4,2,3,3
4591,1,2,4,1,0
4592,1,3,8,3,0
4593,1,0,0,-0,0
4594,1,1,0,0,0
4595,1,3,26,2,1
4596,1,0,0,-0,0
4597,1,1,13,0,0
4598,1,1,1,0,0
4599,1,0,0,-0,0
4600,1,4,27,5,1
4601,1,4,8,3,3
4602,1,2,6,1,0
4603,1,6,22,13,2
4604,1,5,17,6,4
4605,1,3,12,2,1
4606,1,0,0,-0,0
4607,1,15,180,71,34
4608,1,3,12,3,0
4609,1,11,61,36,19
4610,1,10,57,32,13
4611,1,14,129,74,17
4612,1,18,179,123,30
4613,1,7,55,13,8
4614,1,0,0,-0,0
4615,1,10,84,32,13
4616,1,11,56,27,28
4617,1,7,25,15,6
4618,1,7,22,11,10
4619,1,8,101,13,15
4620,1,4,12,3,3
4621,1,2,23,1,0
4622,1,14,166,68,23
4623,1,15,159,87,18
4624,1,19,214,130,41
4625,1,9,67,23,13
4626,1,10,79,35,10
4627,1,1,0,0,0
4628,1,8,14,0,28
4629,1,11,96,37,18
4630,1,17,204,93,43
4631,1,19,239,110,61
4632,1,16,181,83,37
4633,1,1,0,0,0
4634,1,3,21,2,1
4635,1,7,23,6,15
4636,1,4,11,4,2
4637,1,4,18,4,2
4638,1,4,5,4,2
4639,1,1,0,0,0
4640,1,6,35,11,4
4641,1,5,33,8,2
4642,1,12,122,47,19
4643,1,13,148,56,22
4644,1,14,115,73,18
4645,1,2,31,0,1
4646,1,3,19,0,3
4647,1,9,82,29,7
4648,1,18,136,85,68
4649,1,5,14,9,1
4650,1,4,25,4,2
4651,1,1,0,0,0
4652,1,4,11,5,1
4653,1,1,1,0,0
4654,1,5,17,9,1
4655,1,3,6,3,0
4656,1,5,12,9,1
4657,1,4,29,6,0
4658,1,5,11,9,1
4659,1,2,0,1,0
4660,1,7,51,17,4
4661,1,1,3,0,0
4662,1,4,6,5,1
4663,1,3,5,2,1
4664,1,0,0,-0,0
4665,1,11,76,31,24
4666,1,6,45,11,4
4667,1,10,63,27,18
4668,1,0,0,-0,0
4669,1,14,98,72,19
4670,1,2,9,1,0
4671,1,7,36,18,3
4672,1,0,0,-0,0
4673,1,2,8,1,0
4674,1,1,1,0,0
4675,1,0,0,-0,0
4676,1,3,4,3,0
4677,1,4,9,5,1
4678,1,2,5,1,0
4679,1,5,16,8,2
4680,1,1,2,0,0
4681,1,4,15,5,1
4682,1,0,0,-0,0
4683,1,1,1,0,0
4684,1,3,6,2,1
4685,1,3,21,3,0
4686,1,4,7,3,3
4687,1,16,111,83,37
4688,1,1,1,0,0
4689,1,4,11,3,3
4690,1,4,14,5,1
4691,1,5,10,8,2
4692,1,4,9,4,2
4693,1,4,2,4,2
4694,1,9,43,23,13
4695,1,0,0,-0,0
4696,1,0,0,-0,0
4697,1,7,10,6,15
4698,1,7,38,11,10
4699,1,11,77,36,19
4700,1,5,30,6,4
4701,1,3,7,3,0
4702,1,2,5,1,0
4703,1,0,0,-0,0
4704,1,0,0,-0,0
4705,1,1,0,0,0
4706,1,0,0,-0,0
4707,1,4,15,6,0
4708,1,0,0,-0,0
4709,1,10,78,38,7
4710,1,5,24,8,2
4711,1,2,3,1,0
4712,1,0,0,-0,0
4713,1,3,23,2,1
4714,1,4,28,3,3
4715,1,0,0,-0,0
4716,1,0,0,-0,0
4717,1,5,29,9,1
4718,1,3,9,3,0
4719,1,5,19,7,3
4720,1,0,0,-0,0
4721,1,12,92,50,16
4722,1,13,133,62,16
4723,1,5,45,6,4
4724,1,15,96,73,32
4725,1,10,59,37,8
4726,1,0,0,-0,0
4727,1,1,1,0,0
4728,1,0,0,-0,0
4729,1,5,41,8,2
4730,1,5,22,8,2
4731,1,0,0,-0,0
4732,1,3,8,3,0
4733,1,1,1,0,0
4734,1,2,5,0,1
4735,1,12,115,48,18
4736,1,14,146,70,21
4737,1,1,0,0,0
4738,1,14,88,52,39
4739,1,12,99,51,15
4740,1,14,152,74,17
4741,1,2,19,1,0
4742,1,0,0,-0,0
4743,1,3,15,3,0
4744,1,10,127,31,14
4745,1,15,160,85,20
4746,1,22,247,171,60
4747,1,7,37,12,9
4748,1,11,90,42,13
4749,1,9,43,30,6
4750,1,6,31,12,3
4751,1,1,1,0,0
4752,1,2,1,1,0
4753,1,0,0,-0,0
4754,1,11,104,39,16
4755,1,3,17,2,1
4756,1,5,21,9,1
4757,1,4,17,4,2
4758,1,3,9,1,2
4759,1,6,12,10,5
4760,1,3,12,2,1
4761,1,6,35,15,0
4762,1,8,20,0,28
4763,1,2,7,1,0
4764,1,8,17,21,7
4765,1,2,5,1,0
4766,1,8,85,21,7
4767,1,16,148,98,22
4768,1,18,174,124,29
4769,1,2,2,1,0
4770,1,1,1,0,0
4771,1,2,2,0,1
4772,1,3,4,2,1
4773,1,3,3,0,3
4774,1,1,1,0,0
4775,1,11,82,31,24
4776,1,7,22,15,6
4777,1,3,13,3,0
4778,1,2,0,1,0
4779,1,6,62,13,2
4780,1,2,8,1,0
4781,1,6,38,9,6
4782,1,5,12,4,6
4783,1,1,1,0,0
4784,1,5,28,8,2
4785,1,11,71,38,17
4786,1,2,0,1,0
4787,1,2,25,1,0
4788,1,10,100,31,14
4789,1,17,177,103,33
4790,1,10,93,39,6
4791,1,15,78,73,32
4792,1,3,12,2,1
4793,1,9,74,25,11
4794,1,10,89,34,11
4795,1,14,160,65,26
4796,1,4,27,3,3
4797,1,2,2,1,0
4798,1,1,24,0,0
4799,1,0,0,-0,0
4800,1,4,12,5,1
4801,1,2,1,1,0
4802,1,7,47,15,6
4803,1,8,36,25,3
4804,1,16,139,89,31
4805,1,18,164,121,32
4806,1,19,187,128,43
4807,1,5,60,3,7
4808,1,3,8,2,1
4809,1,3,4,2,1
4810,1,4,4,4,2
4811,1,6,27,11,4
4812,1,3,12,2,1
4813,1,11,97,41,14
4814,1,18,176,113,40
4815,1,6,54,11,4
4816,1,1,2,0,0
4817,1,13,116,62,16
4818,1,14,144,74,17
4819,1,16,157,90,30
4820,1,3,17,2,1
4821,1,1,0,0,0
4822,1,5,27,9,1
4823,1,9,25,8,28
4824,1,13,80,53,25
4825,1,15,164,78,27
4826,1,15,174,76,29
4827,1,4,4,4,2
4828,1,5,33,4,6
4829,1,17,123,89,47
4830,1,3,10,0,3
4831,1,4,15,5,1
4832,1,4,4,4,2
4833,1,6,43,13,2
4834,1,2,2,0,1
4835,1,11,77,39,16
4836,1,6,34,8,7
4837,1,10,86,29,16
4838,1,14,112,63,28
4839,1,0,0,-0,0
4840,1,9,38,28,8
4841,1,8,74,23,5
4842,1,6,44,9,6
4843,1,3,36,2,1
4844,1,2,12,1,0
4845,1,8,44,16,12
4846,1,8,53,22,6
4847,1,8,33,20,8
4848,1,8,43,24,4
4849,1,6,39,11,4
4850,1,8,53,23,5
4851,1,9,46,29,7
4852,1,5,51,8,2
4853,1,3,21,1,2
4854,1,4,20,5,1
4855,1,7,26,18,3
4856,1,6,46,11,4
4857,1,12,76,43,23
4858,1,11,81,47,8
4859,1,5,20,9,1
4860,1,10,62,29,16
4861,1,4,17,5,1
4862,1,6,36,11,4
4863,1,8,65,24,4
4864,1,8,64,21,7
4865,1,6,45,13,2
4866,1,7,57,17,4
4867,1,3,10,3,0
4868,1,5,13,9,1
4869,1,8,40,27,1
4870,1,6,41,14,1
4871,1,9,82,28,8
4872,1,8,39,21,7
4873,1,6,30,14,1
4874,1,0,0,-0,0
4875,1,3,10,3,0
4876,1,5,28,9,1
4877,1,2,16,1,0
4878,1,0,0,-0,0
4879,1,2,9,1,0
4880,1,5,29,9,1
4881,1,2,3,1,0
4882,1,6,41,13,2
4883,1,4,19,3,3
4884,1,0,0,-0,0
4885,1,3,10,3,0
4886,1,2,7,1,0
4887,1,11,81,43,12
4888,1,1,8,0,0
4889,1,12,88,51,15
4890,1,9,49,29,7
4891,1,5,35,8,2
4892,1,8,60,16,12
4893,1,6,44,12,3
4894,1,6,40,12,3
4895,1,2,5,0,1
4896,1,0,0,-0,0
4897,1,11,75,42,13
4898,1,13,88,54,24
4899,1,11,77,43,12
4900,1,1,5,0,0
4901,1,2,1,1,0
4902,1,0,0,-0,0
4903,1,6,11,5,10
4904,1,3,22,0,3
4905,1,10,49,27,18
4906,1,8,33,19,9
4907,1,5,40,9,1
4908,1,15,110,83,22
4909,1,2,22,1,0
4910,1,2,4,1,0
4911,1,1,0,0,0
4912,1,5,39,7,3
4913,1,7,46,18,3
4914,1,9,71,23,13
4915,1,3,14,3,0
4916,1,4,30,0,6
4917,1,1,3,0,0
4918,1,4,24,3,3
4919,1,5,37,9,1
4920,1,9,58,24,12
4921,1,10,52,29,16
4922,1,3,11,0,3
4923,1,1,0,0,0
4924,1,0,0,-0,0
4925,1,5,42,8,2
4926,1,2,19,1,0
4927,1,0,0,-0,0
4928,1,9,37,28,8
4929,1,9,47,25,11
4930,1,1,1,0,0
4931,1,4,47,5,1
4932,1,2,2,1,0
4933,1,11,101,38,17
4934,1,4,6,5,1
4935,1,2,3,1,0
4936,1,15,120,74,31
4937,1,6,46,12,3
4938,1,6,16,8,7
4939,1,9,71,26,10
4940,1,6,10,12,3
4941,1,11,99,44,11
4942,1,7,48,14,7
4943,1,13,121,66,12
4944,1,15,121,85,20
4945,1,11,101,41,14
4946,1,4,33,5,1
4947,1,24,245,207,69
4948,1,3,11,2,1
4949,1,14,143,64,27
4950,1,2,3,1,0
4951,1,1,13,0,0
4952,1,0,0,-0,0
4953,1,0,0,-0,0
4954,1,0,0,-0,0
4955,1,2,4,1,0
4956,1,0,0,-0,0
4957,1,6,21,11,4
4958,1,7,29,17,4
4959,1,6,24,9,6
4960,1,3,7,3,0
4961,1,0,0,-0,0
4962,1,0,0,-0,0
4963,1,4,10,5,1
4964,1,4,24,3,3
4965,1,2,2,1,0
4966,1,2,10,1,0
4967,1,3,6,3,0
4968,1,0,0,-0,0
4969,1,0,0,-0,0
4970,1,1,0,0,0
4971,1,4,12,3,3
4972,1,2,5,1,0
4973,1,0,0,-0,0
4974,1,9,71,20,16
4975,1,15,56,54,51
4976,1,6,11,12,3
4977,1,3,19,3,0
4978,1,15,113,83,22
4979,1,1,0,0,0
4980,1,8,49,25,3
4981,1,1,2,0,0
4982,1,4,9,5,1
4983,1,0,0,-0,0
4984,1,0,0,-0,0
4985,1,0,0,-0,0
4986,1,1,2,0,0
4987,1,5,23,9,1
4988,1,1,1,0,0
4989,1,4,23,5,1
4990,1,1,1,0,0
4991,1,1,4,0,0
4992,1,2,2,1,0
4993,1,3,1,3,0
4994,1,0,0,-0,0
4995,1,5,33,6,4
4996,1,0,0,-0,0
4997,1,1,1,0,0
4998,1,3,5,3,0
4999,1,7,26,19,2
5000,1,7,42,18,3
5001,1,4,29,6,0
5002,1,6,34,11,4
5003,1,1,2,0,0
5004,1,0,0,-0,0
5005,1,0,0,-0,0
5006,1,0,0,-0,0
5007,1,4,8,6,0
5008,1,5,13,9,1
5009,1,1,1,0,0
5010,1,2,19,0,1
5011,1,1,0,0,0
5012,1,4,31,4,2
5013,1,2,2,0,1
5014,1,4,13,5,1
5015,1,1,0,0,0
5016,1,6,29,12,3
5017,1,0,0,-0,0
5018,1,2,4,1,0
5019,1,7,39,15,6
5020,1,16,84,83,37
5021,1,1,0,0,0
5022,1,6,12,14,1
5023,1,3,3,3,0
5024,1,1,2,0,0
5025,1,2,4,1,0
5026,1,2,17,0,1
5027,1,2,4,1,0
5028,1,0,0,-0,0
5029,1,0,0,-0,0
5030,1,4,16,5,1
5031,1,11,95,48,7
5032,1,2,4,0,1
5033,1,2,4,1,0
5034,1,4,5,6,0
5035,1,4,24,3,3
5036,1,2,1,1,0
5037,1,1,1,0,0
5038,1,2,5,1,0
5039,1,0,0,-0,0
5040,1,0,0,-0,0
5041,1,2,9,1,0
5042,1,2,7,1,0
5043,1,2,13,1,0
5044,1,7,39,18,3
5045,1,0,0,-0,0
5046,1,3,8,2,1
5047,1,2,3,1,0
5048,1,2,6,1,0
5049,1,1,3,0,0
5050,1,1,0,0,0
5051,1,5,22,9,1
5052,1,5,45,7,3
5053,1,2,16,1,0
5054,1,0,0,-0,0
5055,1,2,3,1,0
5056,1,1,0,0,0
5057,1,2,5,1,0
5058,1,3,3,3,0
5059,1,2,2,1,0
5060,1,2,21,1,0
5061,1,2,1,1,0
5062,1,1,0,0,0
5063,1,1,0,0,0
5064,1,17,112,78,58
5065,1,0,0,-0,0
5066,1,1,11,0,0
5067,1,1,10,0,0
5068,1,0,0,-0,0
5069,1,6,27,14,1
5070,1,2,0,1,0
5071,1,0,0,-0,0
5072,1,1,0,0,0
5073,1,3,9,2,1
5074,1,3,3,2,1
5075,1,2,11,0,1
5076,1,4,13,3,3
5077,1,1,12,0,0
5078,1,6,21,12,3
5079,1,5,30,8,2
5080,1,7,40,19,2
5081,1,6,33,12,3
5082,1,2,3,1,0
5083,1,2,3,1,0
5084,1,3,5,2,1
5085,1,1,5,0,0
5086,1,4,53,0,6
5087,1,4,5,5,1
5088,1,3,6,3,0
5089,1,2,0,1,0
5090,1,2,3,1,0
5091,1,4,10,5,1
5092,1,3,6,2,1
5093,1,3,7,3,0
5094,1,4,9,5,1
5095,1,2,2,1,0
5096,1,2,3,1,0
5097,1,2,0,0,1
5098,1,1,0,0,0
5099,1,4,9,4,2
5100,1,2,3,1,0
5101,1,0,0,-0,0
5102,1,7,22,13,8
5103,1,8,20,18,10
5104,1,2,6,1,0
5105,1,2,10,1,0
5106,1,8,41,15,13
5107,1,16,171,83,37
5108,1,11,130,40,15
5109,1,22,185,190,41
5110,1,8,60,20,8
5111,1,3,14,2,1
5112,1,8,65,25,3
5113,1,13,134,51,27
5114,1,8,86,21,7
5115,1,15,140,76,29
5116,1,4,15,6,0
5117,1,0,0,-0,0
5118,1,0,0,-0,0
5119,1,15,84,68,37
5120,1,7,46,17,4
5121,1,7,44,14,7
5122,1,7,26,17,4
5123,1,2,3,1,0
5124,1,16,176,86,34
5125,1,16,163,92,28
5126,1,20,211,129,61
5127,1,2,24,1,0
5128,1,10,99,29,16
5129,1,1,2,0,0
5130,1,19,164,134,37
5131,1,18,184,114,39
5132,1,13,82,48,30
5133,1,1,0,0,0
5134,1,9,71,26,10
5135,1,1,14,0,0
5136,1,4,8,3,3
5137,1,1,21,0,0
5138,1,4,51,5,1
5139,1,22,224,188,43
5140,1,15,182,88,17
5141,1,22,265,178,53
5142,1,5,12,0,10
5143,1,7,63,17,4
5144,1,10,93,33,12
5145,1,3,8,3,0
5146,1,21,239,151,59
5147,1,19,210,120,51
5148,1,4,8,5,1
5149,1,1,21,0,0
5150,1,7,27,6,15
5151,1,4,7,4,2
5152,1,3,3,3,0
5153,1,0,0,-0,0
5154,1,3,12,3,0
5155,1,6,38,11,4
5156,1,4,13,4,2
5157,1,13,116,53,25
5158,1,13,144,53,25
5159,1,16,155,83,37
5160,1,17,174,98,38
5161,1,14,114,25,66
5162,1,9,79,26,10
5163,1,18,148,110,43
5164,1,4,14,5,1
5165,1,5,47,7,3
5166,1,13,95,51,27
5167,1,10,77,33,12
5168,1,3,7,2,1
5169,1,4,22,5,1
5170,1,8,48,24,4
5171,1,1,0,0,0
5172,1,7,31,15,6
5173,1,16,117,81,39
5174,1,3,5,2,1
5175,1,8,66,18,10
5176,1,1,1,0,0
5177,1,3,4,2,1
5178,1,5,8,6,4
5179,1,16,104,85,35
5180,1,9,18,20,16
5181,1,4,17,5,1
5182,1,0,0,-0,0
5183,1,4,9,5,1
5184,1,4,25,5,1
5185,1,1,10,0,0
5186,1,11,22,27,28
5187,1,7,26,17,4
5188,1,6,9,4,11
5189,1,7,57,20,1
5190,1,8,58,24,4
5191,1,1,6,0,0
5192,1,0,0,-0,0
5193,1,3,7,3,0
5194,1,5,32,7,3
5195,1,7,51,15,6
5196,1,5,24,4,6
5197,1,6,40,11,4
5198,1,7,66,13,8
5199,1,10,66,32,13
5200,1,2,2,1,0
5201,1,1,1,0,0
5202,1,0,0,-0,0
5203,1,4,9,5,1
5204,1,5,37,9,1
5205,1,2,8,1,0
5206,1,3,4,3,0
5207,1,2,3,1,0
5208,1,7,44,15,6
5209,1,13,55,30,48
5210,1,1,16,0,0
5211,1,4,9,5,1
5212,1,17,160,114,22
5213,1,17,151,112,24
5214,1,20,173,158,32
5215,1,6,69,8,7
5216,1,9,106,25,11
5217,1,20,157,135,55
5218,1,17,100,95,41
5219,1,6,53,10,5
5220,1,3,25,2,1
5221,1,4,7,6,0
5222,1,2,6,1,0
5223,1,12,100,45,21
5224,1,4,10,5,1
5225,1,6,13,9,6
5226,1,15,115,79,26
5227,1,13,157,61,17
5228,1,15,175,85,20
5229,1,22,239,170,61
5230,1,6,57,9,6
5231,1,2,4,1,0
5232,1,5,17,6,4
5233,1,2,15,0,1
5234,1,0,0,-0,0
5235,1,15,147,82,23
5236,1,16,130,98,22
5237,1,18,189,115,38
5238,1,3,15,2,1
5239,1,7,42,19,2
5240,1,2,14,1,0
5241,1,3,11,2,1
5242,1,1,2,0,0
5243,1,8,60,26,2
5244,1,8,20,0,28
5245,1,2,19,1,0
5246,1,12,120,49,17
5247,1,12,127,44,22
5248,1,9,74,30,6
5249,1,10,77,32,13
5250,1,12,110,54,12
5251,1,6,8,12,3
5252,1,3,15,2,1
5253,1,11,67,39,16
5254,1,8,76,24,4
5255,1,4,25,5,1
5256,1,4,19,4,2
5257,1,12,103,57,9
5258,1,6,45,12,3
5259,1,4,40,4,2
5260,1,14,114,80,11
5261,1,11,88,45,10
5262,1,10,99,38,7
5263,1,8,77,23,5
5264,1,7,40,17,4
5265,1,4,33,3,3
5266,1,12,102,57,9
5267,1,8,71,23,5
5268,1,3,26,1,2
5269,1,5,31,9,1
5270,1,4,19,3,3
5271,1,7,50,17,4
5272,1,13,83,67,11
5273,1,6,39,11,4
5274,1,4,13,5,1
5275,1,6,48,13,2
5276,1,7,49,15,6
5277,1,7,56,18,3
5278,1,10,74,39,6
5279,1,7,55,20,1
5280,1,10,45,39,6
5281,1,9,71,28,8
5282,1,4,16,4,2
5283,1,8,65,26,2
5284,1,0,0,-0,0
5285,1,7,34,19,2
5286,1,9,60,30,6
5287,1,10,73,36,9
5288,1,10,79,36,9
5289,1,4,24,6,0
5290,1,4,9,6,0
5291,1,12,96,55,11
5292,1,2,12,1,0
5293,1,7,56,14,7
5294,1,5,19,9,1
5295,1,5,27,9,1
5296,1,6,43,11,4
5297,1,13,85,60,18
5298,1,1,0,0,0
5299,1,3,20,3,0
5300,1,11,75,45,10
5301,1,4,7,4,2
5302,1,1,0,0,0
5303,1,6,33,11,4
5304,1,4,12,5,1
5305,1,10,62,40,5
5306,1,7,49,15,6
5307,1,5,40,7,3
5308,1,8,46,24,4
5309,1,1,3,0,0
5310,1,6,26,8,7
5311,1,7,42,16,5
5312,1,1,0,0,0
5313,1,6,23,13,2
5314,1,1,1,0,0
5315,1,8,46,21,7
5316,1,5,30,9,1
5317,1,3,9,2,1
5318,1,5,16,7,3
5319,1,4,6,3,3
5320,1,7,31,14,7
5321,1,9,44,29,7
5322,1,4,13,5,1
5323,1,6,15,8,7
5324,1,12,73,48,18
5325,1,6,31,11,4
5326,1,9,65,27,9
5327,1,1,9,0,0
5328,1,2,4,0,1
5329,1,4,7,5,1
5330,1,4,4,5,1
5331,1,6,21,15,0
5332,1,11,46,25,30
5333,1,12,94,58,8
5334,1,7,49,20,1
5335,1,12,79,56,10
5336,1,11,70,42,13
5337,1,0,0,-0,0
5338,1,11,97,42,13
5339,1,6,43,11,4
5340,1,6,35,14,1
5341,1,7,47,15,6
5342,1,3,28,2,1
5343,1,12,88,56,10
5344,1,11,67,45,10
5345,1,5,13,10,0
5346,1,8,60,23,5
5347,1,7,35,16,5
5348,1,7,41,18,3
5349,1,12,67,58,8
5350,1,10,66,33,12
5351,1,7,36,14,7
5352,1,13,80,65,13
5353,1,7,45,14,7
5354,1,2,15,1,0
5355,1,7,47,15,6
5356,1,11,49,33,22
5357,1,5,31,9,1
5358,1,10,44,29,16
5359,1,0,0,-0,0
5360,1,10,53,29,16
5361,1,3,19,2,1
5362,1,4,31,5,1
5363,1,8,55,24,4
5364,1,5,23,6,4
5365,1,6,45,7,8
5366,1,5,42,6,4
5367,1,3,8,2,1
5368,1,8,46,18,10
5369,1,1,3,0,0
5370,1,9,96,28,8
5371,1,1,1,0,0
5372,1,8,57,18,10
5373,1,5,19,6,4
5374,1,10,75,31,14
5375,1,7,39,17,4
5376,1,9,63,32,4
5377,1,1,0,0,0
5378,1,3,5,3,0
5379,1,4,38,6,0
5380,1,1,4,0,0
5381,1,1,4,0,0
5382,1,4,18,5,1
5383,1,5,40,0,10
5384,1,7,42,17,4
5385,1,13,75,55,23
5386,1,9,61,29,7
5387,1,9,63,19,17
5388,1,4,14,4,2
5389,1,1,0,0,0
5390,1,1,0,0,0
5391,1,2,5,1,0
5392,1,5,37,7,3
5393,1,4,27,5,1
5394,1,3,18,3,0
5395,1,4,17,6,0
5396,1,3,10,3,0
5397,1,5,13,9,1
5398,1,5,10,8,2
5399,1,6,31,9,6
5400,1,1,0,0,0
5401,1,4,12,5,1
5402,1,7,32,14,7
5403,1,6,31,12,3
5404,1,0,0,-0,0
5405,1,0,0,-0,0
5406,1,8,45,18,10
5407,1,3,11,3,0
5408,1,6,20,11,4
5409,1,2,6,1,0
5410,1,3,19,3,0
5411,1,3,4,2,1
5412,1,0,0,-0,0
5413,1,8,59,20,8
5414,1,6,44,13,2
5415,1,6,45,13,2
5416,1,5,50,6,4
5417,1,1,0,0,0
5418,1,1,0,0,0
5419,1,6,33,12,3
5420,1,9,28,20,16
5421,1,2,7,1,0
5422,1,2,3,1,0
5423,1,6,31,12,3
5424,1,1,6,0,0
5425,1,8,35,21,7
5426,1,4,20,3,3
5427,1,9,49,28,8
5428,1,1,2,0,0
5429,1,5,25,7,3
5430,1,7,35,6,15
5431,1,0,0,-0,0
5432,1,6,35,13,2
5433,1,6,39,12,3
5434,1,4,9,5,1
5435,1,4,8,5,1
5436,1,12,87,50,16
5437,1,0,0,-0,0
5438,1,4,3,3,3
5439,1,3,5,1,2
5440,1,13,130,60,18
5441,1,15,163,78,27
5442,1,4,11,6,0
5443,1,8,62,22,6
5444,1,5,30,9,1
5445,1,0,0,-0,0
5446,1,18,196,113,40
5447,1,12,101,48,18
5448,1,12,113,47,19
5449,1,14,140,63,28
5450,1,6,39,11,4
5451,1,2,3,1,0
5452,1,4,26,5,1
5453,1,2,7,1,0
5454,1,0,0,-0,0
5455,1,8,57,22,6
5456,1,10,68,23,22
5457,1,11,117,43,12
5458,1,12,123,47,19
5459,1,17,171,105,31
5460,1,6,11,5,10
5461,1,1,3,0,0
5462,1,10,26,17,28
5463,1,2,5,0,1
5464,1,4,28,5,1
5465,1,14,137,69,22
5466,1,8,46,23,5
5467,1,4,11,4,2
5468,1,16,182,77,43
5469,1,8,76,0,28
5470,1,1,0,0,0
5471,1,5,13,8,2
5472,1,3,9,2,1
5473,1,6,37,12,3
5474,1,4,16,5,1
5475,1,7,23,6,15
5476,1,2,5,0,1
5477,1,5,29,9,1
5478,1,2,6,1,0
5479,1,4,39,4,2
5480,1,1,1,0,0
5481,1,3,4,2,1
5482,1,2,2,0,1
5483,1,10,82,29,16
5484,1,3,4,3,0
5485,1,16,140,93,27
5486,1,10,98,37,8
5487,1,18,163,121,32
5488,1,13,97,12,66
5489,1,5,23,7,3
5490,1,0,0,-0,0
5491,1,1,0,0,0
5492,1,1,1,0,0
5493,1,3,11,3,0
5494,1,2,7,1,0
5495,1,1,1,0,0
5496,1,5,18,10,0
5497,1,1,1,0,0
5498,1,6,28,13,2
5499,1,2,3,0,1
5500,1,5,11,8,2
5501,1,2,3,0,1
5502,1,0,0,-0,0
5503,1,3,11,2,1
5504,1,11,73,39,16
5505,1,6,22,13,2
5506,1,1,2,0,0
5507,1,1,5,0,0
5508,1,5,12,9,1
5509,1,2,5,0,1
5510,1,10,28,17,28
5511,1,5,11,0,10
5512,1,3,2,2,1
5513,1,0,0,-0,0
5514,1,1,19,0,0
5515,1,3,15,2,1
5516,1,1,0,0,0
5517,1,3,9,3,0
5518,1,0,0,-0,0
5519,1,2,3,1,0
5520,1,7,39,17,4
5521,1,5,27,8,2
5522,1,3,5,0,3
5523,1,4,20,3,3
5524,1,2,4,1,0
5525,1,1,5,0,0
5526,1,6,42,15,0
5527,1,6,55,5,10
5528,1,16,119,74,46
5529,1,0,0,-0,0
5530,1,2,6,1,0
5531,1,8,58,13,15
5532,1,1,2,0,0
